id,duration,datetime_upload,uploader_id,url,doccano_text
QwbqP24XPhI,248,2021-01-14,@AfDTV,https://www.youtube.com/watch?v=QwbqP24XPhI,"
Ulrike Schielke-Ziesing zum Rentenbericht

----------------------------------------

Die Rentenexpertin der AfD-Bundestagsfraktion, Ulrike Schielke-Ziesing, widerspricht in der Beratung des Rentenversicherungs­berichts 2020 der Selbstbeweihräucherung von Arbeitsminster Hubertus Heil (SPD).
"
-9mTWfSPmPI,245,2023-05-22,@AfDTV,https://www.youtube.com/watch?v=-9mTWfSPmPI,"
    Das Einmaleins der Energiewende - ein Rücktritt wird nicht (g)reichen!

    ----------------------------------------

    Habecks Staatssekretär ist zurückgetreten, sein wahnwitziges Projekt von der „Transformation“ Deutschlands aber bleibt. Auch weiterhin droht Hausbesitzern langfristig die Enteignung, wenn sie sich keine hunderttausend Euro für den Einbau einer Wärmepumpe leisten können. Auch weiterhin zahlen die Bürger Horror-Preise für Strom, Kraftstoff und Energie. Und auch weiterhin packen Unternehmen ihre Koffer und kehren Deutschland frustriert den Rücken.

Wir haben in unserem Video das ökosozialistische Projekt der „Energiewende“ ironisch aufbereitet. Wie kann es sein, dass ausgerechnet die Grünen Kernkraftwerke vom Netz nehmen, um deren Ausfall mit fossiler Kohlekraft zu kompensieren? Wie kann es sein, dass ausgerechnet die Grünen den Stromverbrauch mit Elektromobilität und Wärmepumpen ins Unermessliche treiben wollen, während sie andererseits immer wieder Sparsamkeit fordern? Die Antwort: Sie haben keine Ahnung von dem, was sie da tun. Es geht ihnen auch überhaupt nicht um das Klima oder die Umwelt. Es geht einzig und allein darum, unser Land abzuwickeln – und selbst auf üppig bezahlten Posten einen guten Schnitt zu machen.

Für uns ist klar: Graichens Entmachtung kann nur der Anfang sein. Robert Habeck, der weder einen Bezug zu Deutschland hat, noch irgendwelche Kenntnisse oder Fähigkeiten in seinem Ressort besitzt, muss der nächste sein. Und schlussendlich muss der Energiewende-Wahnsinn beendet werden! Dafür stehen wir von der AfD.
"
WPYeyBWoHrs,613,2019-01-19,@AfDTV,https://www.youtube.com/watch?v=WPYeyBWoHrs,"
    Europawahlversammlung in Riesa (11.-14.01.2019)

    ----------------------------------------

    Vom 11. bis 14. Januar fand in Riesa der AfD-Parteitag zur Europawahl am 26. Mai 2019 statt. Eine urdemokratische Angelegenheit, die von überzeugenden Kandidaten, spannenden Diskussionen und vielen schönen Momenten getragen wurde. Auch die Vorstellung unseres Europawahl-Programms nahm viel Raum ein. Wir gehen gut gerüstet in die kommenden Monate. Sehen Sie hier die Zusammenfassung.

Die Bewerbungsreden der gewählten Kandidaten und weitere Berichte auch von der 1. Europawahlversammlung in Magdeburg  finden Sie hier:
https://www.youtube.com/playlist?list=PLpUH8cg7QQcTaZ39ZV7ncSCV_OVltRbgb

Sie wollen uns im Europawahlkampf unterstützen? Jetzt spenden: https://www.afd.de/geld-spenden/

Mehr Informationen zu den gewählten Kandidaten finden Sie unter: https://www.afd.de/europawahl-kandidaten
"
vfjg7FbVgkM,258,2021-04-29,@AfDTV,https://www.youtube.com/watch?v=vfjg7FbVgkM,"
Dr. Gottfried Curio zum Staatsangehörigkeitstest

----------------------------------------

Der AfD-Bundestagsabgeordnete Dr. Gottfried Curio äußert sich zu dem Versuch der Altparteien, Einbürgerungen zu erleichtern und hält fest: ""Einwanderung ist kein Menschenrecht, Einbürgerung ist kein Menschenrecht, Bedingungen für Einbürgerung sind keine Diskriminierung.""
"
039lmz-V7Gk,640,2018-05-28,@AfDTV,https://www.youtube.com/watch?v=039lmz-V7Gk,"
AfD-Großdemonstration in Berlin: Hans-Christoph Berndt vor dem Hauptbahnhof

----------------------------------------

Auch Hans-Christoph Berndt von der Initiative ""Zukunft Heimat"" war dabei, als die AfD dazu aufrief, am 27. Mai 2018 gegen die Politik der Bundesregierung in Berlin auf die Straße zu gehen.
"
xlXIez5FTdc,1447,2023-11-24,@AfDTV,https://www.youtube.com/watch?v=xlXIez5FTdc,"
    Misswirtschaft der Ampel: Dem Mittelstand reicht’s!

    ----------------------------------------

    Frequenz: Freiheit – der Podcast der AfD | Ausgabe 33/2023

Der Klein- und Mittelstand hat genug von Misswirtschaft, Kriegstreiberei und permanentem Aderlass durch die Ampelregierung. In Dessau haben sich deshalb am vergangenen Wochenende Innungsmeister mehrerer Gewerke aus Sachsen-Anhalt und Brandenburg öffentlich auf dem Schlossplatz zu Wort gemeldet und unter anderem ein Ende der Russland-Sanktionen gefordert. Auch Rufe nach Neuwahlen waren zu hören. Viele hundert Menschen waren dem Demoaufruf der „Handwerker für den Frieden“, unterstützt vom Internationalen Friedensbüro, gefolgt. Wir waren dabei.

Und: Die Haushaltskrise im politischen Berlin dauert an. Dass die Scholztruppe mit der Sperre ihres widersinnigen Klimaetats durch das Bundesverfassungsgericht überhaupt nicht zurechtkommt, zeigt das weiter spendable Verhalten der Ampel gegenüber dem Ausland. Vier Milliarden für Afrika, 1,3 Milliarden für die Ukraine – aber dafür werden CO2-Steuer und Maut sowie die Mehrwertsteuer für die Gastrobranche erhöht. Augen zu und durch? Wir sprechen mit dem Haushaltsexperten der AfD-Fraktion im Bundestag und stellvertretenden Bundessprecher Peter Boehringer über die perfiden Haushaltstricks der etablierten Parteien, die der Bundesregierung nun auf die Füße fallen.

Außerdem: Mit der Übernahme der Netzentgelte durch den Bund geht dem Parlament wieder ein Stück Kontrolle verloren. Vorgeblich will man die Kosten für den Bau von Windkraft- und Solarplantagen gerechter verteilen – aber eigentlich geht es darum, dass die Bundesnetzagentur mit einem verlässlichen Grünen an ihrer Spitze schalten und walten kann, wie sie – und nicht der Bundestag – es für richtig hält. Darüber reden wir mit dem klimapolitischen Sprecher der AfD-Fraktion im Bundestag, Karsten Hilse.
"
DRd1gTFoGv0,434,2021-11-21,@AfDTV,https://www.youtube.com/watch?v=DRd1gTFoGv0,"
    Bernd Schattner | AfD persönlich

    ----------------------------------------

    Spenden Sie jetzt für eine wirkliche Alternative!
https://www.afd.de/spenden

Alternative für Deutschland
Berliner Volksbank e. G.
IBAN: DE94 1009 0000 2661 2620 20
BIC: BEVODEBB

Für eine Überweisung nutzen Sie bitte die obenstehende Bankverbindung. Bitte geben Sie auf der Überweisung Ihre genaue Anschrift an, damit die Spende korrekt zugeordnet werden kann. Sie erhalten im ersten Quartal des folgenden Jahres von der AfD eine Zuwendungsbescheinigung, die Sie zusammen mit Ihrer Steuererklärung beim zuständigen Finanzamt einreichen können.

+++++

Über die Landesliste in Rheinland-Pfalz zog Bernd Schattner mit der Bundestagswahl 2021 erstmals in den Deutschen Bundestag ein. Der langjährige selbständige Unternehmer und Inhaber eines Küchenstudios möchte sich im Landwirtschaftsausschuss des Bundestages engagieren. Für Schattner ist klar: Wir brauchen Maßnahmen, um auch auf dem Land mehr qualifiziertes Personal zu gewinnen – dazu müsse auch eine Digitalisierungs-Offensive gehören, so Schattner.

++++

Spenden Sie jetzt für eine wirkliche Alternative!
https://www.afd.de/spenden

Abonnieren Sie jetzt unseren Youtube-Kanal mit nur einem Klick auf:
https://www.youtube.com/c/AfDKanal

Folgen Sie uns auf Facebook: https://www.facebook.com/alternativefuerde
Folgen Sie uns auf Twitter: https://twitter.com/AfD
Folgen Sie uns über Telegram: https://t.me/afdbrennpunkt
Folgen Sie uns auf Instagram: https://www.instagram.com/afd.bund/
oder informieren Sie sich über: https://afdkompakt.de/
"
3CrE2mzbFHU,34,2021-07-13,@AfDTV,https://www.youtube.com/watch?v=3CrE2mzbFHU,"
    Es gibt nur zwei Geschlechter?

    ----------------------------------------

    Spenden Sie jetzt für eine wirkliche Alternative!
https://www.afd.de/spenden

Für eine Überweisung nutzen Sie bitte die untenstehende Bankverbindung. Bitte geben Sie auf der Überweisung Ihre genaue Anschrift an, damit die Spende korrekt zugeordnet werden kann. Sie erhalten im ersten Quartal des folgenden Jahres von der AfD eine Zuwendungsbescheinigung, die Sie zusammen mit Ihrer Steuererklärung beim zuständigen Finanzamt einreichen können.

Alternative für Deutschland
Berliner Volksbank e. G.
IBAN: DE94 1009 0000 2661 2620 20
BIC: BEVODEBB

Die stellvertretende Bundessprecherin Beatrix von Storch präsentiert einige AfD-Themen und fragt Sie nach Ihrer Meinung. Gibt es nur zwei Geschlechter? Gibt es eine deutsche Leitkultur? Für viele einfache Wahrheiten gibt es im Bundestag nur einen Verfechter: die AfD.

Abonnieren Sie jetzt unseren Youtube-Kanal mit nur einem Klick auf:
https://www.youtube.com/c/afdkanal?sub_confirmation=1

Folgen Sie uns auf Facebook: https://www.facebook.com/alternativefuerde/
Folgen Sie uns auf Twitter: https://twitter.com/AfD
Folgen Sie uns über Telegram: https://t.me/afdbrennpunkt
Folgen Sie uns auf Instagram: https://www.instagram.com/afd.bund/
oder informieren Sie sich über: https://afdkompakt.de/


#shorts
"
9G3S08noCt4,2918,2022-06-10,@AfDTV,https://www.youtube.com/watch?v=9G3S08noCt4,"
    Nie mehr Abschiebung? | 7 Tage Deutschland, Ausgabe 23/22 des AfD Wochenendpodcasts vom 10.06.2022

    ----------------------------------------

    Antifa-Faeser, die Innenministerin von der SPD, will auch illegale Migranten belohnen: Wer es schafft, über fünf Jahre nicht abgeschoben zu werden, darf für immer bleiben. So der Plan. Hartz 4 und Gesundheitskarte für alle Ewigkeit - und ja: Vielleicht sogar noch die deutsche Staatsbürgerschaft obendrauf. Der AfD-Innenexperte im Bundestag, Dr. Gottfried Curio, spricht vom ""Lohn der Lüge"". Denn: Wer seinen Pass wegwirft und nicht sagt, woher er kommt, der kann dann auch nirgendwohin abgeschoben werden. (Ab Minute 03:10) https://www.facebook.com/GottfriedCurio.AfD/

Windräder dürfen nicht näher als 1000 Meter an Wohnhäuser rücken: So steht es in einem Gesetzentwurf für den Thüringer Landtag. Eingebracht von der CDU. Die AfD-Fraktion signalisiert: Dem stimmen wir zu, das ist ein guter Plan. Entsetzen bei der CDU – und gespielte Entrüstung bei den Mainstream-Medien. CDU und AfD stimmen zu und bringen ein Gesetz durch? Und siehe da: Schwupps ist das Gesetz wieder verschwunden von der Tagesordnung. Über die Feigheit der CDU spricht die umwelt- und energiepolitische Sprecherin der Thüringer AfD-Fraktion, Nadine Hoffmann. (Ab Minute 13:15)  https://www.facebook.com/NadineHoffmannAfD

An diesem Donnerstag ging diese Meldung durch das Land: Benzin kostet wieder über zwei Euro! Die Ampel macht ein stümperhaftes Gesetz, in welchem nicht steht, dass der Tankrabatt auch an die Bürger weiterzugeben ist. Die vermeintliche Entlastung stecken sich jetzt die Mineralölkonzerne ein, die teils seit Beginn des Jahres Ihre Gewinne schon bis zu verdreifacht haben. Tank-Abzocke und kein Ende – dazu AfD-Bundessprecher Tino Chrupalla. (Ab Minute 26:24) https://www.facebook.com/TinoAfD

Das EU-Parlament beschließt das Ende des Verbrennungsmotors. Ab 2035 keine Neuzulassungen mehr. Was das für die ganze Branche bedeutet und welche Folgen das für uns alle haben wird, dazu Dr. Sylvia Limmer, EU-Abgeordnete und umweltpolitische Sprecherin der AfD-Delegation, heute im Podcast. (Ab Minute 30:55) https://www.facebook.com/Sylvia.Limmer.MdEP/

Und: Sonntag wählt Dresden einen neuen Oberbürgermeister. Für die AfD tritt der gebürtige Sachse und Rechtsanwalt Dr. Maximilian Krah an. Die CDU hat keinen eigenen Kandidaten, Union und FDP schicken einen ins Rennen, der nur mit Glück überhaupt zur Wahl zugelassen wurde. Maximilian Krah spricht über seine Chancen und sein Programm heute hier im Podcast. (Ab Minute 39:44) https://dresden-gewinnt.de/

Holen Sie sich jetzt den AfD-Wochenendpodcast als App für Ihr Handy! Die AfD-Podcast-App für Android (z.B. Samsung, Motorola, etc.): https://play.google.com/store/apps/details?id=tv.wizzard.android.afdradio21

Und für Apple-Mobiltelefone und Tablets: https://apps.apple.com/de/app/afd-podcast/id1575774285

Kontakt zur Redaktion:

Telegram https://telegram.me/afd_podcast

WhatsApp http://wa.me/493043970765

Telefon tel:+493043970765
"
Zm-JJDVx1fQ,315,2021-03-09,@AfDTV,https://www.youtube.com/watch?v=Zm-JJDVx1fQ,"
Joana Cotar zum Vertrauensverlust von demokratischen Institutionen

----------------------------------------

Die Bundestagsabgeordnete und Mitglied im Bundesvorstand der AfD, Joana Cotar, hält der Bundesregierung und den Regierungsfraktionen in der Debatte zum Vertrauensverlust der Bürger in die demokratischen Institutionen den Spiegel vor und zählt die zahlreichen, für die Handelnden aber größtenteils folgenlosen Skandale und Korruptionsfälle der letzten Jahre auf.
"
WrH9EAIGdXQ,1472,2022-11-25,@AfDTV,https://www.youtube.com/watch?v=WrH9EAIGdXQ,"
    Vermittlungsausschuss: Verloren hat die Demokratie! | 7 Tage Deutschland, Ausgabe 44/22

    ----------------------------------------

    Vermittlungsausschuss: Verloren hat die Demokratie! | 7 Tage Deutschland, Ausgabe 44/22 des AfD-Wochenendpodcasts

Mit: AfD-Bundessprecher Tino Chrupalla, dem Haushaltsexperten der AfD Bundestagsfraktion Peter Boehringer und dem stellvertretenden AfD-Bundessprecher Stephan Brandner.
"
-3d-mT4xvww,113,2019-10-26,@AfDTV,https://www.youtube.com/watch?v=-3d-mT4xvww,"
    ❝Keine Politik mehr gegen die AfD!❞ | Björn Höcke

    ----------------------------------------

    +++ Am Sonntag findet die Landtagswahl in #Thüringen statt! +++

Der thüringische Spitzenkandidat Björn #Höcke blickt auf einen anstrengenden, aber auch erfolgreichen Wahlkampf zurück und erwartet, dass sich die Gewichte im Erfurter Landtag zu  Gunsten der #AfD verschieben werden.

Alle Informationen zur Wahl:
https://www.afd-thueringen.de/landtagswahl-2019/

JETZT unseren Kanal abonnieren:
https://www.youtube.com/channel/UCq2rogaxLtQFrYG3X3KYNww/about?sub_confirmation=1
"
PsnQ9ERQKMs,674,2021-08-19,@AfDTV,https://www.youtube.com/watch?v=PsnQ9ERQKMs,"
    Beatrix von Storch | AfD persönlich

    ----------------------------------------

    Die Bundestagsabgeordnete Beatrix von Storch ist stellvertretende Bundessprecherin der Alternative für Deutschland. Im Gespräch mit „AfD TV“  beschreibt sie die Beweggründe für ihr politisches Engagement. Außerdem blickt sie noch einmal auf ihre umfangreichen Initiativen gegen die Euro-Politik der Altparteien zurück, mit denen sie bereits vor der Entstehung der AfD begonnen hatte.

++++

Spenden Sie jetzt für eine wirkliche Alternative!
https://www.afd.de/spenden

Abonnieren Sie jetzt unseren Youtube-Kanal mit nur einem Klick auf:
https://www.youtube.com/c/afdkanal?su...

Folgen Sie uns auf Facebook: https://www.facebook.com/alternativef...
Folgen Sie uns auf Twitter: https://twitter.com/AfD
Folgen Sie uns über Telegram: https://t.me/afdbrennpunkt
Folgen Sie uns auf Instagram: https://www.instagram.com/afd.bund/
oder informieren Sie sich über: https://afdkompakt.de/
"
lrTAR9EPJdU,114,2023-02-06,@AfDTV,https://www.youtube.com/watch?v=lrTAR9EPJdU,"
    10 Jahre AfD: Bereit für mehr!

    ----------------------------------------

    10 Jahre AfD: Bereit für mehr!

Am 6. Februar 2013 wurde im hessischen Oberursel die Alternative für Deutschland gegründet. Anlässlich des zehnten Geburtstags unserer Bürgerpartei kann man nur feststellen, dass die Etablierung der AfD eine einzigartige Erfolgsgeschichte ist. Und wir sind bereit für mehr: Wir wollen politische Verantwortung übernehmen, um Deutschland wieder auf einen Kurs der Vernunft zu führen.
"
1UDKlbkw-RM,1191,2022-05-07,@AfDTV,https://www.youtube.com/watch?v=1UDKlbkw-RM,"
    Tino Chrupalla: „Nur die AfD ist standhaft geblieben!“

    ----------------------------------------

    An diesem Sonntag ist es so weit: In Schleswig-Holstein, unserem nördlichsten Bundesland, wird ein neuer Landtag gewählt. Die AfD hat gute Chancen auf den Wiedereinzug ins Parlament und auf eine Verbesserung des Ergebnisses der vorangegangenen Landtagswahl. Beim Wahlkampfabschluss in Lübeck lässt AfD-Bundessprecher Tino Chrupalla keinen Zweifel: Das langfristige Ziel für die AfD muss darin bestehen, dass wir mitregieren – im Westen genauso wie im Osten.

Ein wichtiges Wahlkampfthema ist derzeit – wie sollte es anders sein – die Ukraine-Krise. Denn für eine starke und unabhängige Wirtschaft, so Chrupalla, brauchen wir auch Frieden auf dem Kontinent. Doch als Familienvater und Sohn von Vertriebenen ist der Politiker „einfach nur noch sprachlos und traurig“, wenn er sieht, wie die Altparteien mit dem Thema umgehen. Seine Schlussfolgerung: In die Hände solcher schlafwandelnden Traumtänzer dürfen wir unser Land nicht noch einmal legen. Wenn der SPD-Fraktionsvorsitzende Mützenich fordert, man müsse Russland diplomatisch isolieren, dann kann Chrupalla darüber nur mit dem Kopf schütteln: „Wenn man Jemanden diplomatisch isoliert, dann kann man auch nicht mehr diplomatisch verhandeln.“ Die AfD werde sich gegen die Kriegstreiberei der Altparteien stellen, versicherte Chrupalla.

Dass hartnäckige Oppositionsarbeit dabei durchaus erfolgreich sein kann, zeigt die gescheiterte Impfpflicht. „Wer hätte das noch vor drei Monaten für möglich gehalten?“, fragt Chrupalla. „Wir haben es für möglich gehalten. Wir haben dran geglaubt, wir haben uns nicht einschüchtern lassen, wir sind nicht umgekippt!“ Chrupalla erinnert daran, dass alle Altparteien zunächst versicherten, dass es keine Impfpflicht geben würde. Alle sind umgekippt. „Nur die Alternative für Deutschland ist standhaft geblieben!“, betont Chrupalla nicht ohne berechtigtes Selbstbewusstsein. Als Nächstes werde die AfD dafür sorgen, dass auch die Impfpflicht für das Gesundheits- und Pflegepersonal zurückgenommen wird. Denn die Pflegekräfte, so Chrupalla, haben Respekt und anständige Bezahlung verdient – und nicht Zwang und Nötigung.

Mehr Geld im Portemonnaie verdient haben auch unsere Bürger, die tagtäglich zur Arbeit fahren und finanziell immer schlechter dastehen. Im vergangenen Monat hatten wir bereits eine Inflationsrate von 7,3 Prozent, bei den Verbraucherpreisen sind es mehr als 30 Prozent. Außerdem haben wir längst die höchsten Strompreise in Europa – und zwar schon vor dem Ukraine-Krieg, wie Chrupalla betont. Und nun wolle die Bundesregierung den Ausstieg aus dem russischen Gas, ohne zu wissen, wie die Versorgung stattdessen stattfinden soll – und wie es bezahlt werden soll. Für Chrupalla steht dagegen fest: „Kein Deutscher hat zu frieren, weil die Regierung versagt!“ Seine wichtigsten Rezepte für eine finanzielle Entlastung der Bürger: Energiesteuer abschaffen, CO2-Steuer abschaffen, Mehrwertsteuer deutlich sinken, Kernenergie-Ausstieg und Kohle-Ausstieg stoppen! Die AfD ist laut Chrupalla denn auch die einzige Partei im Deutschen Bundestag, die sich glaubwürdig für den Mittelstand und die Mittelschicht einsetzt.
"
KjlLRRI8Y6w,414,2023-10-27,@AfDTV,https://www.youtube.com/watch?v=KjlLRRI8Y6w,"
Islamistischer Antisemitismus: Man hat zu lange die Augen davor verschlossen

----------------------------------------

Jeden Freitag droht die Lage in #berlin  zu eskalieren: Wenn sich in der Hauptstadt tausende #Hamas-Anhänger nach ihrem #Freitagsgebet versammeln, um gegen #Israel zu demonstrieren, greift der #Antisemitismus um sich. Die #polizei  hat alle Hände voll zu tun, solche Kundgebungen aufzulösen – wenn sie es denn überhaupt noch versucht. „Wir haben zu lange die Augen verschlossen vor dem importierten Antisemitismus“, sagt Kristin Brinker, #AfD-Vorsitzende in der Hauptstadt und Fraktionschefin der AfD im #Abgeordnetenhaus, über die Berliner Politik. Zu lange wurden antisemitische Straftaten islamistischer Prägung unter „rechte Gewalt“ verbucht, zu bereitwillig wurden immer mehr potenzielle #Straftäter aufgenommen. Und auch von Bundesseite her wird viel zu wenig unternommen, um die Umtriebe zu unterbinden. Denn während Innenministerin #Feser Urlaub auf Mallorca macht, gerät die innere Sicherheit immer mehr aus den Fugen.
"
Nx2rIJGyf2M,139,2020-12-02,@AfDTV,https://www.youtube.com/watch?v=Nx2rIJGyf2M,"
    ""Tatkräftig am Ausbau des Wahlergebnisses arbeiten!"" - Christian Waldheim

    ----------------------------------------

    Christian Waldheim im Interview mit Jonas Dünzel auf dem AfD-Bundesparteitag in Kalkar.

Noch kein Fan unseres Kanals? Jetzt abonnieren!
"
UQ9GbrPYFAg,245,2021-12-01,@AfDTV,https://www.youtube.com/watch?v=UQ9GbrPYFAg,"
    Wir sind klar GEGEN die IMPF-PFLICHT!

    ----------------------------------------

    Spenden Sie jetzt für eine wirkliche Alternative!
https://www.afd.de/spenden

Alternative für Deutschland
Berliner Volksbank e. G.
IBAN: DE94 1009 0000 2661 2620 20
BIC: BEVODEBB

Für eine Überweisung nutzen Sie bitte die obenstehende Bankverbindung. Bitte geben Sie auf der Überweisung Ihre genaue Anschrift an, damit die Spende korrekt zugeordnet werden kann. Sie erhalten im ersten Quartal des folgenden Jahres von der AfD eine Zuwendungsbescheinigung, die Sie zusammen mit Ihrer Steuererklärung beim zuständigen Finanzamt einreichen können.

+++++

Es ist ein schlimmes Signal: Das Bundesverfassungsgericht hat am heutigen Dienstag die sogenannte „Bundesnotbremse“ als verfassungsgemäß eingestuft. Unverhältnismäßige Corona-Maßnahmen wie Ausgangssperren, Kontaktbeschränkungen und Schulschließungen wurden somit juristisch gebilligt. Sehen Sie hier den Kommentar von AfD-Bundessprecher Tino Chrupalla und dem stellvertretenden Bundessprecher Stephan Brandner!

++++

Spenden Sie jetzt für eine wirkliche Alternative!
https://www.spenden.afd.de/

Abonnieren Sie jetzt unseren Youtube-Kanal mit nur einem Klick auf:
https://www.youtube.com/c/AfDKanal

Folgen Sie uns auf Facebook: https://www.facebook.com/alternativefuerde
Folgen Sie uns auf Twitter: https://twitter.com/AfD
Folgen Sie uns über Telegram: https://t.me/afdbrennpunkt
Folgen Sie uns auf Instagram: https://www.instagram.com/afd.bund/
oder informieren Sie sich über: https://afdkompakt.de/
"
svChDSaiQGA,220,2022-03-05,@AfDTV,https://www.youtube.com/watch?v=svChDSaiQGA,"
    Klare Worte zu anhaltenden Corona-Gängeleien der Ampel-Parteien!

    ----------------------------------------

    ++💙  Gesund ohne Zwang Aktionstag 2022  💙++
Am 5. März 2022 bringen wir den friedlichen Protest gegen diese Corona-Politik auf die Straße – deutschlandweit! Gemeinsam möchten wir in vielen Städten in Land ein Zeichen gegen Impfzwang, Diffamierung und Spaltung und für die Freiheit, für ein solidarisches Miteinander, für unsere Kinder und für Normalität aufstehen. Wir laden Sie ein, sich unserem Protest anzuschließen. Besuchen Sie uns, damit die Stimmen der Vernunft unüberhörbar werden.

Gesund ohne Zwang! Folgen Sie JETZT unserem Kanal auf Telegram!
https://t.me/gesundohnezwang

Unser Aktionstag findet deutschlandweit in vielen Städten statt:

https://gesund-ohne-zwang.de/aktionstag-2022/
Mehr Informationen zu unserer Kampagne finden Sie unter:
https://gesund-ohne-zwang.de/

Unsere Veranstaltungen finden Sie auch auf Facebook:
München: https://fb.me/e/52DpFlEbm
Dresden: https://fb.me/e/18l6Pd1pP
Düsseldorf: https://fb.me/e/1xakcA2OZ
Hannover: https://fb.me/e/16ziaNSOh
Reutlingen: https://fb.me/e/1w5PLhoaW
Magdeburg: https://fb.me/e/1qRhTQBO6
Schwerin: https://fb.me/e/1vyU591j8
Wiesbaden: https://fb.me/e/1ANbOZbNX
Neumünster: https://fb.me/e/18fAaEMnL
"
_lbhUOvPEyE,247,2023-05-12,@AfDTV,https://www.youtube.com/watch?v=_lbhUOvPEyE,"
    Eine echte Migrationswende gibt es nur mit der AfD!

    ----------------------------------------

    Man stelle sich das mal vor: Andere Länder machen einfach Politik für die eigenen Bürger! Im Deutschland unter der Ampelregierung ist das schwer vorstellbar, aber Dänemark oder Ungarn schieben illegale Migranten einfach ab – auch in Länder wie Syrien! Dabei wollen auch die Deutschen endlich die Migrationswende. Und dass die nur mit der AfD zu machen ist, hat sich erneut im Bundestag gezeigt. Die Union hat einen Antrag zum Thema eingebracht: „Die eine Hälfte dieses Antrags stammt von der AfD, und die andere Hälfte ist einfach nicht gut“, so das vernichtende Urteil des innenpolitischen Sprechers der AfD-Bundestagsfraktion, Dr. Gottfried Curio.

Denn schon längst hätte man einen der zahllosen AfD-Anträge in der Vergangenheit unterstützen können. Und man hätte schon längst Rückführungsabkommen mit den entsprechenden Herkunftsländern – Afghanistan, Syrien, Irak und viele weitere – abschließen können. Und wenn die nicht wollen, dann muss man eben bei der Entwicklungshilfe oder bei den Visa ansetzen. Keinesfalls aber dürfe man, wie es die Ampelregierung permanent macht, die Anreize zur Einwanderung erhöhen – durch steigende Sozialleistungen oder eben ausbleibende Rückführungen.

Und natürlich müsse auch die Liste der sicheren Herkunftsstaaten aktualisiert werden. Sofort könnten eine Million Syrer, die es sich hier auf Kosten der arbeitenden Bevölkerung gutgehen lassen, außer Landes gebracht werden. „Aber es finden keine Verhandlungen statt über ein Migrationsabkommen mit Syrien. Das will auch die Union nicht, obwohl der Bürgerkrieg dort längst vorbei ist“, unterstreicht Curio. Und setzt hinzu: „Nicht in der Union, aber in Syrien!“
"
2HeGLXWBUZ0,146,2022-06-19,@AfDTV,https://www.youtube.com/watch?v=2HeGLXWBUZ0,"
    Die Interessen der Deutschen auch im Ausland vertreten - das will die AfD

    ----------------------------------------

    Der Vorstand ist aufgestellt, die Personaldebatten beendet, der Auftrag klar – was sind nun die nächsten Schritte? Im AfD-TV-Interview erläutert der gerade im Amt bestätigte Bundessprecher Tino Chrupalla, wie es nach dem 13. Bundesparteitag im sächsischen Riesa weitergeht. Es waren drei Tage, die er hart, aber interessant nennt. Und ein Gewinn für die AfD, denn im Bundesvorstand sind nun alle Strömungen der Partei vertreten.

Die wichtigsten Themen für die Bürger, sagt er, sind auch von den Rednern immer wieder angesprochen worden: Zum einen die steigende Inflation und zum anderen die Sanktionen gegen Russland. „Wir wollen die Interessen der Deutschen Bürger vertreten, und das auch im Ausland“, kündigt er an. Schon in dieser Woche tritt der neue Vorstand zu seiner Konstituierung zusammen. Und dann werden auch die Aufgabengebiete verteilt. Chrupalla freut sich besonders, dass auch die nächste Generation darin vertreten ist. Die Zukunft der AfD ist also in guten Händen. Und das mit der Zukunft Deutschlands bekommen wir auch noch hin!
"
xe14KJ2T1pw,504,2021-11-20,@AfDTV,https://www.youtube.com/watch?v=xe14KJ2T1pw,"
    René Bochmann | AfD persönlich

    ----------------------------------------

    Der Bürokaufmann und Baufacharbeiter René Bochmann gehört nach dem Erringen des Direktmandats in Nordsachsen dem Deutschen Bundestag an. Fassungslos blickt Bochmann auf die Widersprüchlichkeit und Unverhältnismäßigkeit der Corona-Maßnahmen. Bochmann setzt sich deshalb für unsere Grundrechte ein und wendet sich gegen den 2G-Zwang.

++++

Spenden Sie jetzt für eine wirkliche Alternative!
https://www.afd.de/spenden

Abonnieren Sie jetzt unseren Youtube-Kanal mit nur einem Klick auf:
https://www.youtube.com/c/afdkanal?su...

Folgen Sie uns auf Facebook: https://www.facebook.com/alternativef...
Folgen Sie uns auf Twitter: https://twitter.com/AfD
Folgen Sie uns über Telegram: https://t.me/afdbrennpunkt
Folgen Sie uns auf Instagram: https://www.instagram.com/afd.bund/
oder informieren Sie sich über: https://afdkompakt.de/
"
